nombre,nombre_generico_en,sinonimos,descripcion,atc_codigo
Neumococo Antigeno Polisacarido Capsular Serotipo 6a,,,,
Neumococo Antigeno Polisacarido Capsular Serotipo 6b,Streptococcus Pneumoniae Type 6b Capsular Polysaccharide Antigen,,,
Neumococo Antigeno Polisacarido Capsular Serotipo 7f,Streptococcus Pneumoniae Type 7f Capsular Polysaccharide Antigen,,,
Neumococo Antigeno Polisacarido Capsular Serotipo 8,Streptococcus Pneumoniae Type 8 Capsular Polysaccharide Antigen,,,
Neumococo Antigeno Polisacarido Capsular Serotipo 9n,Streptococcus Pneumoniae Type 9n Capsular Polysaccharide Antigen,,,
Neumococo Antigeno Polisacarido Capsular Serotipo 9v,Streptococcus Pneumoniae Type 9v Capsular Polysaccharide Antigen,,,
Neurotoxina De Clostridium Botulinum Tipo A 148.2 Kda,Clostridium Botulinum,,,
Neurotoxina De Clostridium Botulinum Tipo E 150 Kda,Clostridium Botulinum,,,
Nevirapina,Nevirapine,,,
"Nevirapina, Anhidra",Nevirapine,,,
Niacina,Niacin,,,
Niacinamida,Niacinamide,,,
Nicardipino,Nicardipine,,,
Nicardipino Hidrocloruro,Nicardipine,,,
Nicergolina,Nicergoline,,,
Nicotamida,Niacinamide,,,
Nicotilamida,Niacinamide,,,
Nicotina,Nicotine,,,
Nicotina Bitartrato Dihidrato,Nicotine Bitartrate,,,
Nicotina Resinato,Nicotine,,,
Nicotinamida,Niacinamide,,,
Nicotinato Metilo,Nicotine,,,
Nicotinico Acido,Niacin,,,
Niflumico Acido,Niflumic Acid,,,
Nilotinib Hidrocloruro Dihidrato,Nilotinib,,,
Nilotinib Hidrocloruro Monohidrato,Nilotinib,,,
Nilotinib Tartrato,Nilotinib Tartrate,,,
Nintedanib,Nintedanib,,,
Nintedanib Esilato,Nintedanib,,,
Nipagin,,,,
Nipocalimab,Nipocalimab,,,
Niquel Sulfato,Chondroitin Sulfates,,,
Niquel Sulfato Hexahidrato,Chloride Hexahydrate,,,
Niraparib,Niraparib,,,
Niraparib Tosilato Monohidrato,Niraparib Tosylate Monohydrate,,,
Nirmatrelvir,Nirmatrelvir,,,
Nirogacestat,Nirogacestat,,,
Nirogacestat Hidrobromuro,Nirogacestat,,,
Nirsevimab,Nirsevimab,,,
N-isopropilnorepinefrina,,,,
Nistatina,Nystatin,,,
Nitisinona,Nitisinone,,,
Nitrofural,Nitrofurazone,,,
Nitrofurantoina,Nitrofurantoin,,,
Nitrofurazona,Nitrofurazone,,,
Nitroglicerina,Nitroglycerin,,,
Nitroprusiato,,,,
Nitroprusiato Sodio,Ganciclovir Sodium,,,
Nitroso Acido,Nitroso-dl-citrulline,,,
Nivolumab,Nivolumab,,,
N-metil-d-glucamina,,,,
N-metilglucamina,,,,
N-n-dimetilbiguanida,,,,
Nogapendekina Alfa Inbakicept,Nogapendekin Alfa Inbakicept,,,
Nomegestrol Acetato,Nomegestrol Acetate,,,
Nonacog Alfa,Nonacog Alfa,,,
Nonacog Beta Pegol,"Coagulation Factor Ix (recombinant), Glycopegylated",,,
Nonacog Gamma,,,,
Nonaetilenglicol Monododecil Eter,Triethanolamine Monododecyl Ether,,,
Nopoxamina,Myrtecaine,,,
Noradrenalina,Noradrenaline Hydrochloride,,,
Noramidopirina Metanosulfonico Acido,Iocetamic Acid,,,
Norefedrina,Phenylpropanolamine,,,
Norelgestromina,Norelgestromin,,,
Norepinefrina,Norepinephrine,,,
Norepinefrina Bitartrato,Norepinephrine,,,
Norepinefrina Tartrato,Norepinephrine,,,
Noretindrona,Norethindrone,,,
Noretisterona,Norethindrone,,,
Noretisterona Acetato,Norethindrone,,,
Norfloxacino,Norfloxacin,,,
Norgestimato,Norgestimate,,,
Nortriptilina,Nortriptyline,,,
Nortriptilina Hidrocloruro,Nortriptyline,,,
Noscapina,Noscapine,,,
Noscapina Hidrocloruro,Noscapine,,,
Novaminsulfona,,,,
Novocaina,,,,
Nuez Moscada,Rosa Moschata Oil,,,
O-acetoxibenzoico,Padimate-o,,,
Obinutuzumab,Obinutuzumab,,,
Occitocina,,,,
Ocrelizumab,Ocrelizumab,,,
Ocriplasmina,Ocriplasmin,,,
Octafluoropropano,Perflutren,,,
Octocog Alfa,"Antihemophilic Factor, Human Recombinant",,,
Octreotida,Octreotide,,,
Octreotida Acetato,Octreotide,,,
Odevixibat,Odevixibat,,,
Odevixibat Sesquihidrato,Odevixibat Sesquihydrate,,,
Odronextamab,,,,
Ofatumumab,Ofatumumab,,,
Ofloxacino,Ofloxacin,,,
O-hidroxibenzamida,Padimate-o,,,
Olanzapina,Olanzapine,,,
Olaparib,Olaparib,,,
Olea Europea,Olea Europaea Leaf Extract,,,
Olezarsen,Olezarsen,,,
Olipudasa Alfa,Olipudase Alfa,,,
"Oliva, Aceite De, Refinado",Veneno De Abeja Aceite De Vibora,,,
Olmesartan,Olmesartan,,,
Olmesartan Medoxomilo,Olmesartan Medoxomil,,,
Olodaterol,Olodaterol,,,
Olodaterol Hidrocloruro,Olodaterol,,,
Olopatadina,Olopatadine,,,
Olopatadina Hidrocloruro,Olopatadine,,,
Omalizumab,Omalizumab,,,
Omaveloxolona,Omaveloxolone,,,
Ombitasvir,Ombitasvir,,,
Omeprazol,Omeprazole,,,
Omeprazol Sodico,Omeprazole,,,
Onasemnogen Abeparvovec,Onasemnogene Abeparvovec,,,
Ondansetron,Ondansetron,,,
Ondansetron Hidrocloruro Dihidrato,Ondansetron,,,
Opicapona,Opicapone,,,
Opuntia Ficus Indica,Opuntia Ficus-indica Extract,,,
Oregano,Oregano Allergenic Extract,,,
Oregano Tintura,,,,
Origanum,Origanum Oil,,,
Origanum Majorana,Origanum Majorana Extract,,,
Origanum Vulgare,,,,
Oritavancina,Oritavancin,,,
Oritavancina Difosfato,Oritavancin,,,
Orlistat,Orlistat,,,
Ornitina,Ornithine,,,
Ornitina Hidrocloruro,Ornithine,,,
Orthosiphon Stamineus  Benth  Hoja,Clerodendranthus Spicatus Leaf Extract,,,
Oseltamivir,Oseltamivir,,,
Oseltamivir Fosfato,Oseltamivir,,,
Osilodrostat,Osilodrostat,,,
Osilodrostat Fosfato,Osilodrostat,,,
Osimertinib Mesilato,Osimertinib,,,
Oteracilo,,,,
Oteracilo Potasico,,,,
Oxaliplatino,Oxaliplatin,,,
Oxcarbazepina,Oxcarbazepine,,,
Oxibato Sodio,Ganciclovir Sodium,,,
Oxibico Acido,Iocetamic Acid,,,
Oxibuprocaina,Benoxinate,,,
Oxibuprocaina Hidrocloruro,Benoxinate,,,
Oxibutinina,Oxybutynin,,,
Oxibutinina Hidrocloruro,Oxybutynin,,,
Oxicodona,Oxycodone,,,
Oxicodona Hidrocloruro,Oxycodone,,,
Oxiconazol,Oxiconazole,,,
Oxidronato Sodio,Oxidronate,,,
Oxidronico Acido,Oxidronic Acid,,,
Oximetazolina,Oxymetazoline,,,
Oximetazolina Hidrocloruro,Oxymetazoline,,,
Oxina,,,,
Oxipolietoxidodecano,,,,
Oxitetraciclina,Oxytetracycline,,,
Oxitetraciclina Hidrocloruro,Oxytetracycline,,,
Oxitocina,Oxytocin,,,
Oxoprolina,,,,
Oxpentilfilina,,,,
Ozanimod,Ozanimod,,,
Ozanimod Hidrocloruro,Ozanimod,,,
Ozenoxacino,Ozenoxacin,,,
P-acetamol,,,,
Paclitaxel,Paclitaxel,,,
Padeliporfina,,,,
Palbociclib,Palbociclib,,,
Paliperidona,Paliperidone,,,
Paliperidona Palmitato,Paliperidone,,,
Palivizumab,Palivizumab,,,
Palonosetron,Palonosetron,,,
Palonosetron Hidrocloruro,Palonosetron,,,
Palopegteriparatida,Palopegteriparatide,,,
Pamidronico Acido,Pamidronic Acid,,,
P-amino Benzoato De 2-(dietilamino)etilo,Procainamide,,,
P-aminobencensulfonamida,,,,
P-aminobenzoato De Etilo,Ethyl Loflazepate,,,
P-aminobenzoil Dietilaminoetanol,Potassium Aminobenzoate,,,
Panax Ginseng,Korean Ginseng Preparation,,,
Pancreatina,Pancreatin,,,
Pancrin,,,,
P-anilinsulfonamida,,,,
Panitumumab,Panitumumab,,,
Panobinostat,Panobinostat,,,
Pantoil Propanolamina,Isopropanolamine,,,
Pantoprazol,Pantoprazole,,,
Pantoprazol Sodico,Pantoprazole,,,
Pantoprazol Sodico Sesquihidrato,Pantoprazole (as Pantoprazole Sodium Sesquihydrate),,,
Pantotenato Calcio,Calcium,,,
Pantotenato Sodio,Ganciclovir Sodium,,,
Pantotenico Acido,Pantothenic Acid,,,
Pantotenol,Panthenol,,,
Para-aminosalicilico Acido,Para-cresol,,,
Paracetamol,Acetaminophen,,,
Parafenilendiamina,4-phenylenediamine,,,
Parafenilendiamina Difenil,4-phenylenediamine,,,
Parafenilendiamina Isopropilfenil,4-phenylenediamine,,,
Parafina Blanda,Paraffin,,,
Parafina Liquida,Mineral Oil,,,
Parathormona,Parathyroid Hormone,,,
Parecoxib,Parecoxib,,,
Paricalcitol,Paricalcitol,,,
Paritaprevir,Paritaprevir,,,
Paromomicina,Paromomycin,,,
Parotina,,,,
Paroxetina,Paroxetine,,,
Paroxetina  Hidrocloruro,Paroxetine,,,
Paroxetina Hidrocloruro Hemihidrato,Paroxetine,,,
Paroxetina Mesilato,Paroxetine,,,
Parpona,,,,
Partenolida,Parthenolide,,,
Pasireotida,Pasireotide,,,
Pasireotida Pamoato,Pasireotide,,,
Passiflora Incarnata,Passiflora Incarnata Flowering Top Extract,,,
Passiflora Incarnata Exto Seco,Passiflora Incarnata Flowering Top Extract,,,
Passiflora Incarnata Parte Aerea Extracto Seco,Passiflora Incarnata Flowering Top Extract,,,
Passiflora Incarnata Sumidad,Passiflora Incarnata Flowering Top Extract,,,
Passiflora Incarnata Tintura Madre,Passiflora Incarnata Flowering Top Extract,,,
Patiromer,Patiromer,,,
Patiromer Sorbitex Calcio,Patiromer Sorbitex Calcium,,,
Patiromero Calcio,Patiromer,,,
Patisiran,Patisiran,,,
Patisiran Sodio,Patisiran,,,
Pazopanib,Pazopanib,,,
Pazopanib Hidrocloruro,Pazopanib,,,
Pegaspargasa,Pegaspargase,,,
Pegcetacoplan,Pegcetacoplan,,,
Pegfilgrastim,Pegfilgrastim,,,
Peginterferon Alfa- 2a,Peginterferon Alfa-2a,,,
Peginterferon Alfa-2b,Peginterferon Alfa-2b,,,
Peginterferon Beta-1a,Peginterferon Beta-1a,,,
Pegunigalsidasa Alfa,Pegunigalsidase Alfa,,,
Pegvaliasa,Pegvaliase,,,
Pegvisomant,Pegvisomant,,,
Pegzilarginasa,Pegzilarginase,,,
Pelargonium Sidoides,,,,
Pelargonium Sidoides Extracto Liquido De Raiz,,,,
Pelargonium Sidoides Extracto Seco Raiz,,,,
Pembrolizumab,Pembrolizumab,,,
Pemetrexed Disodio Hemipentahidrato,Pemetrexed Disodium Hemipentahydrate,,,
Pemetrexed Disodio Heptahidrato,Pemetrexed Disodium Heptahydrate,,,
Pemetrexed Ditrometamina,Pemetrexed,,,
Pemetrexed Ditrometamina Dihidrato,Pemetrexed,,,
Pemigatinib,Pemigatinib,,,
Penicilamina,Penicillamine,,,
Penicilina G,Penicillin G,,,
Penicilina V,Penicillin V,,,
Penicilina-benetamina,,,,
Penicilina-clemizol,Clemizolpenicillin,,,
Pentamidina,Pentamidine,,,
Pentamidina Isetionato,Pentamidine,,,
Pentetato Calcio Trisodio,Pentetate Zinc Trisodium,,,
Pentetico Acido,Iocetamic Acid,,,
Pentetreotida,Pentetreotide,,,
Pentosan Polisulfato Acido,Pentosan Polysulfate,,,
Pentosano Polisulfato Sodio,Pentosan Polysulfate,,,
Pentostatina,Pentostatin,,,
Pentotiobarbital,Pentobarbital,,,
Pentoxifilina,Pentoxifylline,,,
Pentoxiverina,Carbetapentane,,,
Pentoxiverina Citrato,Citrate,,,
Perampanel,Perampanel,,,
Perampanel Hidrato (4:3),Perampanel 4 Mg,,,
Perbinafina,Terbinafine,,,
Perfenazina,Perphenazine,,,
Periciazina,Periciazine,,,
Perindopril  Arginina,Perindopril Arginine,,,
Perindopril Erbumina,Perindopril Erbumine,,,
Perindopril Terc-butilamina,Perindopril,,,
Permetrina,Permethrin,,,
Permetrina (25 Cis/75 Trans),Racementhol,,,
Permetrina (40 Cis/60 Trans),Racementhol,,,
Peroxido De Benzoilo Hidratado,Benzoyl Peroxide,,,
Pertecnetato 99mtc  Sodio,Sodium Bicarbonate,,,
"Pertecnetato (99mtc) De Sodio Obtenido Por Fision, Disolucion Inyectable De",Sodium Ironedetate,,,
Pertuzumab,Pertuzumab,,,
Petidina,Meperidine,,,
Petidina Hidrocloruro,Meperidine,,,
Petrolato,Petrolatum,,,
Peumus Boldus  M. Extracto Seco,Peumus Boldus Leaf Extract,,,
Peumus Boldus M. Hoja,Peumus Boldus Leaf Extract,,,
Pez Griega,,,,
P-hidroxibenzoato De Bencilo,4-hydroxybenzoic Acid,,,
P-hidroxibenzoato De Butilo,4-hydroxybenzoic Acid,,,
P-hidroxibenzoato De Etilo,Ethyl Loflazepate,,,
P-hidroxibenzoato De Metilo,Methyl 5-aminolevulinate,,,
P-hidroxibenzoato De Propilo,4-hydroxybenzoic Acid,,,
Phleum Pratense Extracto De Polen,Timothy Grass Pollen Extract,,,
Pibrentasvir,Pibrentasvir,,,
Picosulfato Sodio,Ganciclovir Sodium,,,
Picosulfurico Acido,Picosulfuric Acid,,,
Pidolato Calcio,Calcium,,,
Pidolato Deanol,Deanol Pidolate,,,
Pidolato Magnesio,Magnesium,,,
Pidolico Acido,Iocetamic Acid,,,
Piflufolastat (18f),Piflufolastat F-18,,,
Pilocarpina,Pilocarpine,,,
Pilocarpina Hidrocloruro,Pilocarpine,,,
Pimozida,Pimozide,,,
Pimpinella Anisum,Pimpinella Anisum Extract,,,
Pimpinella Anisum Frutos,Pimpinella Anisum Extract,,,
Pinaverio,Pinaverium,,,
Pinaverio Bromuro,Pinaverium,,,
Pinazepam,,,,
Pioglitazona,Pioglitazone,,,
Pioglitazona Hidrocloruro,Pioglitazone,,,
Piperacilina,Piperacillin,,,
Piperacilina Sodica,Piperacillin,,,
Piperaquina,,,,
Piperaquina Tetrafosfato Tetrahidrato,,,,
Piracetam,Piracetam,,,
Piranisamina,Pyrilamine,,,
Pirantel,Pyrantel,,,
Pirantel Embonato,Pyrantel,,,
Pirazinamida,Pyrazinamide,,,
Pirfenidona,Pirfenidone,,,
Piridostigmina,Pyridostigmine,,,
Piridostigmina Bromuro,Pyridostigmine,,,
Piridoxina,Pyridoxine,,,
Piridoxina Alfa-cetoglutarato,Alglucosidase Alfa,,,
Piridoxina Hidrocloruro,Pyridoxine,,,
Pirilamina,Pyrilamine,,,
Pirimetamina,Pyrimethamine,,,
Pirisuccideanol,Pyrisuccideanol,,,
Pirisudanol,Pyrisuccideanol,,,
Pirisudanol Maleato,Pirisudanol Maleate,,,
Piritiona Zincica,,,,
Piroxicam,Piroxicam,,,
Pistocaina,,,,
Pitavastatina,Pitavastatin,,,
Pitavastatina Calcio,Pitavastatin,,,
Pitolisant,Pitolisant,,,
Pitolisant Hidrocloruro,Pitolisant,,,
Pivmecilinam,Amdinocillin Pivoxil,,,
Pivmecilinam Hidrocloruro,Amdinocillin Pivoxil,,,
Pixantrona,,,,
Pizotifeno Maleato,Pizotyline,,,
Pizotilina,Pizotyline,,,
Plantago Lanceolata L.,English Plantain Pollen Extract,,,
Plantago Lanceolata L. Extracto Liquido Hojas,English Plantain Pollen Extract,,,
Plantago Lanceolata L. Extracto Seco,English Plantain Pollen Extract,,,
Plantago Ovata Forskk.,Plantago Ovata Seed Extract,,,
Plantago Ovata Forskk. Cascara,Plantago Ovata Seed Extract,,,
Plantago Ovata Forskk. Semilla,Plantago Ovata Seed Extract,,,
Plantago Ovata Forskk. Semilla Cuticula,Plantago Ovata Seed Extract,,,
Plantago Psyllium  L,Psyllium,,,
Plasminogeno Activador Tisular,Plasminogen,,,
Plata,,,,
Plata Nitrato,Silver Nitrate,,,
Plerixafor,Plerixafor,,,
Plozasiran,Plozasiran,,,
Podofilotoxina,,,,
Polatuzumab Vedotina,Polatuzumab Vedotin,,,
Polen Graminea Extracto Alergenico,,,,
Polidimetilsiloxano,,,,
Polidocanol,Polidocanol,,,
Poliestirenosulfonato,,,,
Poliestirenosulfonato Calcio,Calcium,,,
Poliestirenosulfonato Sodio,Ganciclovir Sodium,,,
Polihexanida,Polihexanide,,,
Polimaltosa Hierro,Iron,,,
Polimixina B,Polymyxin B,,,
Polimixina B Sulfato,Polymyxin B,,,
Poliovirus Inactivado Tipo 1 (mahoney) Producido En Celulas Vero,"Poliovirus Vaccine Inactivated, Type 1 (mahoney)",,,
Poliovirus Inactivado Tipo 2 (mef-1) Producido En Celulas Vero,"Poliovirus Vaccine Inactivated, Type 2 (mef-1)",,,
Poliovirus Inactivado Tipo 3  (saukett Producido En Celulas Vero,"Poliovirus Vaccine Inactivated, Type 3 (saukett)",,,
Polisacarido Capsular Haemophillus Influenzae Tipo B (prp),,,,
Polividona,Povidone,,,
Polivinil Pirrolidona,2-pyrrolidone,,,
Polixilano Sulfonico,,,,
Polypodium Leucotomos Extracto,Polypodium Leucotomos,,,
Pomalidomida,Pomalidomide,,,
Ponatinib,Ponatinib,,,
Posaconazol,Posaconazole,,,
Potasio,Potassium,,,
Potasio Bicarbonato,,,,
Potasio Clorato,Potassium,,,
Potasio Cloruro Anhidro,Potassium,,,
Potasio Dicromato,Dichromate Ion,,,
Potasio Dihidrogenofosfato,Potassium,,,
Potasio Fosfato,Potassium,,,
Potasio Hidrogenofosfato,Potassium,,,
Potasio Ioduro,Potassium Iodide,,,
Potasio Sulfato,Potassium Sulfate,,,
Potasio Sulfoguayacolato,Potassium,,,
Povidona,Povidone,,,
Povidona Iodada,Povidone,,,
P-oxibenzoato De Metilo,Methyl 5-aminolevulinate,,,
"P,p-sulfodianilina",,,,
Pralsetinib,Pralsetinib,,,
Pramipexol,Pramipexole,,,
Pramipexol Dihidrocloruro Monohidrato,Pramipexole,,,
Prasterona,Prasterone,,,
Prasugrel,Prasugrel,,,
Prasugrel Besilato,,,,
Prasugrel Hidrobromuro,Prasugrel,,,
Prasugrel Hidrocloruro,Prasugrel,,,
Pravastatina,Pravastatin,,,
Pravastatina Sodica,Pravastatin,,,
Prazosina,Prazosin,,,
Prazosina Hidrocloruro,Prazosin,,,
Prednicarbato,Prednicarbate,,,
Prednisolona,Prednisolone,,,
Prednisolona Acetato,Prednisolone,,,
Prednisolona Esteaglato,Prednisolone,,,
Prednisolona Fosfato Sodio,Prednisolone,,,
Prednisolona Sulfobenzoato Sodio,Prednisolone,,,
Prednisolona-6-metil,Prednisolone,,,
Prednisona,Prednisone,,,
Pregabalina,Pregabalin,,,
Pridinol Mesilato,Pridinol,,,
Prilocaina,Prilocaine,,,
Prilocaina Hidrocloruro,Prilocaine,,,
Primidona,Primidone,,,
Primula,Primula Veris Extract,,,
Procaina,Procaine,,,
Procaina Hidrocloruro,Procaine,,,
Procainamida,Procainamide,,,
Procainamida Hidrocloruro,Procainamide,,,
Procarbazina,Procarbazine,,,
Procarbazina Hidrocloruro,Procarbazine,,,
Prociclidina,Procyclidine,,,
Prociclidina Hidrocloruro,Procyclidine,,,
Proconvertina,Factor Vii,,,
Progesterona,Progesterone,,,
Proguanil,Proguanil,,,
Proguanil Hidrocloruro,Proguanil,,,
Prolina,Proline,,,
Prometazina,Promethazine,,,
Prometazina Hidrocloruro,Promethazine,,,
Propafenona,Propafenone,,,
Propafenona Hidrocloruro,Propafenone,,,
Propanocaina,Proparacaine,,,
Propanocaina Hidrocloruro,Proparacaine,,,
Propanolol,Propranolol,,,
Propanotriol,"1,2,3-propanetriol, 2-(4-aminobenzoate)",,,
Propericiazina,Periciazine,,,
Propifenazona,Propyphenazone,,,
Propilparaben,Propylparaben,,,
Propiverina,Propiverine,,,
Propiverina Hidrocloruro,Propiverine,,,
Propranolol,Propranolol,,,
Propranolol Hidrocloruro,Propranolol,,,
Prostaglandina E2,Dinoprostone,,,
Protamina,Protamines,,,
Protamina Sulfato,Protamines,,,
Proteasa,Protease,,,
Proteasas,Protease,,,
Proteina C,Protein C,,,
Proteina C Humana,"Protein C, Human",,,
Proteina C Plasma Humano Purificadacon Anticuerpos Monoclonales De Raton,Human Plasma Preparation,,,
Proteina De La Espicula Del Sars-cov-2 (omicron Jn.1),,,,
Proteina Morfogenica Osea Bmp-7,,,,
Proteina Plasmatica Humana,"Alpha 1-proteinase Inhibitor, Human Injection [glassia]",,,
Proteina Recombinante De Fusion Fhbp De Neisseria Meningitidis Del Grupo B,Neisseria Meningitidis Serogroup B Recombinant Fhbp Fusion Protein Antigen,,,
Proteina Recombinante De Fusion Nhba De Neisseria Meningitidis Del Grupo B,Neisseria Meningitidis Serogroup B Recombinant Nhba Fusion Protein Antigen,,,
Proteina Recombinante Nada De Neisseria Meningitidis Del Grupo B,Neisseria Meningitidis Serogroup B Recombinant Nada Fusion Protein Antigen,,,
Proteina S,Protein S,,,
Proteinas,,,,
Proteinas Plasmaticas,,,,
Proteinsuccinilato Hierro,Iron,,,
Protrombina,Prothrombin,,,
Prucaloprida,Prucalopride,,,
Prucaloprida Succinato,Prucalopride,,,
Prunus Africana,,,,
Prunus Africana Exto,,,,
Prunus Amygdalus,Almond Oil,,,
Pseudoefedrina,Pseudoephedrine,,,
Pseudoefedrina Hidrocloruro,Pseudoephedrine,,,
Pseudoefedrina Sulfato,Pseudoephedrine,,,
Pseudomonico Acido,Pseudomonas Aeruginosa,,,
Psma-1007 (18f),,,,
P-sulfamido Anilina,,,,
Pygeum Africanum,Pygeum Africanum Preparation,,,
Quaternium-15,Quaternium-15,,,
Quazepam,Quazepam,,,
Quenodesoxicolico Acido,Iocetamic Acid,,,
Quetiapina,Quetiapine,,,
Quetiapina Fumarato,Quetiapine,,,
Quetiapina Hemifumarato,Quetiapine,,,
Quinagolida,Quinagolide,,,
Quinagolida Hidrocloruro,Quinagolide,,,
Quinapril,Quinapril,,,
Quinapril Hidrocloruro,Quinapril,,,
Quizartinib,Quizartinib,,,
Quizartinib Dihidrocloruro,Quizartinib,,,
Rabeprazol,Rabeprazole,,,
Rabeprazol Sodico,Rabeprazole,,,
Racecadotrilo,Racecadotril,,,
Radamts13,"Adamts13, Recombinant",,,
Radio 223,,,,
Radio 223 Dicloruro,,,,
Raloxifeno,Raloxifene,,,
Raloxifeno Hidrocloruro,Raloxifene,,,
Raltegravir,Raltegravir,,,
Raltegravir Potasio,Raltegravir,,,
Raltitrexed,Raltitrexed,,,
Ramipril,Ramipril,,,
Ramucirumab,Ramucirumab,,,
Ranibizumab,Ranibizumab,,,
Ranitidina,Ranitidine,,,
Ranitidina Hidrocloruro,Ranitidine,,,
Ranolazina,Ranolazine,,,
Rapamicina,Sirolimus,,,
Rasagilina,Rasagiline,,,
Rasagilina Besilato,Rasagiline,,,
Rasagilina Mesilato,Rasagiline,,,
Rasagilina Tartrato,Rasagiline,,,
Rasburicasa,Rasburicase,,,
Ravulizumab,Ravulizumab,,,
Raxtozinameran,"Sars-cov-2 (covid-19) Vaccine, Mrna-bnt162b2 Omicron (xbb.1.5)",,,
R-budesonida,,,,
Rdesat-6,,,,
Reboxetina,Reboxetine,,,
Reboxetina Metanosulfonato,Reboxetine,,,
Regadenoson,Regadenoson,,,
Regaliz,Consolida Regalis Flower Extract,,,
Regdanvimab,,,,
Regorafenib,Regorafenib,,,
Relatlimab,Relatlimab,,,
Relebactam,Relebactam,,,
Relebactam Monohidrato,Relebactam Monohydrate,,,
Remifentanilo,Remifentanil,,,
Remifentanilo Hidrocloruro,Remifentanil,,,
Remimazolam Besilato,Remimazolam,,,
Repaglinida,Repaglinide,,,
Resina Colestiramina,Nesina,,,
Resina De Butilfenol Formaldehido,,,,
Resina Epoxi,,,,
Reslizumab,Reslizumab,,,
Resorcina,Resorcinol,,,
Resorcinftaleina,,,,
Reteplasa,Reteplase,,,
Retifanlimab,Retifanlimab,,,
Retinoico (trans) Acido,Iocetamic Acid,,,
Retinol Acetato,Retinol Acetate,,,
Retinol Palmitato,Vitamin A,,,
Rezafungina,Rezafungin,,,
"Rezafungina, Acetato De",Sodium Acetate,,,
Rh Dnasa,,,,
Rhamnus  Frangula L. Corteza,,,,
Rhamnus Frangula L. Extracto Seco,,,,
Rhamnus Frangula L. Polvo,,,,
Rhamnus Purshiana Dc. Corteza,Frangula Purshiana Bark Extract,,,
Rhamnus Purshiana Dc. Extracto Seco,Frangula Purshiana Bark Extract,,,
Rhodiola Rosea,Sedum Roseum Root Extract,,,
Rhodiola Rosea Raiz Extracto Seco,Sedum Roseum Root Extract,,,
Ribavirina,Ribavirin,,,
Riboflavina,Riboflavin,,,
Riboflavina Fosfato Sodio,Riboflavin,,,
Riboneurina,,,,
Rifabutina,Rifabutin,,,
Rifamicina,Rifamycin Sv,,,
Rifamicina Sodica,Rifamycin Sv,,,
Rifamicina Sv,Rifamycin Sv,,,
Rifampicina,Rifampin,,,
Rifaximina,Rifaximin,,,
Rilpivirina,Rilpivirine,,,
Rilpivirina Hidrocloruro,Rilpivirine,,,
Riltozinameran,,,,
Rilzabrutinib,Rilzabrutinib,,,
Rimegepant,Rimegepant,,,
Rimegepant Sulfato,Rimegepant,,,
Riociguat,Riociguat,,,
Risankizumab,Risankizumab,,,
Risdiplam,Risdiplam,,,
Risedronato Sodio,Ganciclovir Sodium,,,
Risedronato Sodio Hemipentahidrato,Ganciclovir Sodium,,,
Risedronico Acido,Risedronic Acid,,,
Risperidona,Risperidone,,,
Ritlecitinib Tosilato,Ritlecitinib,,,
Ritodrina,Ritodrine,,,
Ritodrina Hidrocloruro,Ritodrine,,,
Ritonavir,Ritonavir,,,
Rituximab,Rituximab,,,
Rivaroxaban,Rivaroxaban,,,
Rivastigmina,Rivastigmine,,,
Rivastigmina Bitartrato,Rivastigmine,,,
Rivastigmina Hidrogeno Tartrato,Rivastigmine,,,
Rivastigmina Tartrato,Rivastigmine,,,
Rizatriptan,Rizatriptan,,,
Rizatriptan Benzoato,Rizatriptan Benzoate,,,
Roflumilast,Roflumilast,,,
Romosozumab,Romosozumab,,,
Ropeginterferon Alfa-2b,Ropeginterferon Alfa-2b,,,
Ropivacaina,Ropivacaine,,,
Ropivacaina Hidrocloruro,Ropivacaine,,,
Ropivacaina Hidrocloruro Monohidrato,Ropivacaine,,,
Rosmarinus Officinalis,Rosmarinus Officinalis Preparation,,,
Rosuvastatina,Rosuvastatin,,,
Rosuvastatina  Calcica,Rosuvastatin,,,
Rosuvastatina Zinc,,,,
Rotavirus Humano,,,,
Rotavirus Humano Serotipo G1,,,,
Rotavirus Humano Serotipo G2,,,,
Rotavirus Humano Serotipo G3,,,,
Rotavirus Humano Serotipo G4,,,,
Rotavirus Humano Serotipo P1,,,,
Rotigotina,Rotigotine,,,
Roxadustat,,,,
Roxitromicina,Roxithromycin,,,
Rozanolixizumab,Rozanolixizumab,,,
Rt-pa,Alteplase,,,
Rubeola Virus,,,,
Rubus Idaeus L.,Rubus Idaeus Leaf Extract,,,
Rucaparib,Rucaparib,,,
Rucaparib Camsilato,Rucaparib Camsylate,,,
Rufinamida,Rufinamide,,,
Rupatadina,,,,
Rupatadina Fumarato,,,,
Rurioctocog Alfa Pegol,,,,
Ruscogenina,Ruscogenin,,,
Ruscus Aculeatus,Ruscus Aculeatus Root Extract,,,
Ruscus Aculeatus Exto,Ruscus Aculeatus Root Extract,,,
Rutina,Rutin,,,
Rutosido De Trihidroxietilquercetina,,,,
Ruxolitinib Fosfato,Ruxolitinib,,,
Sabal Serrulata,Saw Palmetto Extract,,,
Sabal Serrulata Exto Blando,Saw Palmetto Extract,,,
Sabal Serrulata Exto Seco,Saw Palmetto Extract,,,
Sacarato Calcio Tetrahidrato,Calcium Saccharate,,,
